primaryTitle,startYear,runtimeMinutes
Che: Part Two,2008.0,135.0
Leatherheads,2008.0,114.0
"Synecdoche, New York",2008.0,124.0
The Onion Movie,2008.0,86.0
The Secret of Moonacre,2008.0,103.0
Bolt,2008.0,96.0
Far Cry,2008.0,95.0
My Sassy Girl,2008.0,92.0
Rudo y Cursi,2008.0,106.0
The Eye,2008.0,98.0
Surveillance,2008.0,97.0
Nim's Island,2008.0,96.0
Mesrine: Public Enemy No. 1,2008.0,133.0
Hell Ride,2008.0,84.0
Hellboy II: The Golden Army,2008.0,120.0
Brideshead Revisited,2008.0,134.0
The Secret Life of Bees,2008.0,114.0
The Spiderwick Chronicles,2008.0,96.0
The Tale of Despereaux,2008.0,93.0
Street Kings,2008.0,109.0
The Curious Case of Benjamin Button,2008.0,166.0
Get Smart,2008.0,110.0
Red Cliff,2008.0,145.0
Superhero Movie,2008.0,75.0
The Women,2008.0,114.0
Role Models,2008.0,99.0
Keith,2008.0,95.0
Good,2008.0,92.0
Tulpan,2008.0,100.0
Kung Fu Panda,2008.0,92.0
Restraint,2008.0,92.0
Vantage Point,2008.0,90.0
Autopsy,2008.0,84.0
Killshot,2008.0,95.0
"10,000 BC",2008.0,109.0
The X Files: I Want to Believe,2008.0,104.0
The Burrowers,2008.0,96.0
Disgrace,2008.0,119.0
Deal,2008.0,85.0
The Gamers: Dorkness Rising,2008.0,105.0
Hancock,2008.0,92.0
Passengers,2008.0,93.0
Jodhaa Akbar,2008.0,213.0
Punisher: War Zone,2008.0,103.0
Horton Hears a Who!,2008.0,86.0
Death Race,2008.0,105.0
Maradona by Kusturica,2008.0,90.0
How to Lose Friends & Alienate People,2008.0,110.0
Australia,2008.0,165.0
The Great Buck Howard,2008.0,90.0
Camille,2008.0,94.0
Outlander,2008.0,115.0
Rambo,2008.0,92.0
Asterix at the Olympic Games,2008.0,116.0
The Lazarus Project,2008.0,100.0
The Cottage,2008.0,92.0
Igor,2008.0,87.0
Max Payne,2008.0,100.0
The Other Boleyn Girl,2008.0,115.0
The Dark Knight,2008.0,152.0
Bathory: Countess of Blood,2008.0,141.0
The Express,2008.0,130.0
August,2008.0,88.0
Bart Got a Room,2008.0,80.0
Solstice,2008.0,91.0
Jaane Tu... Ya Jaane Na,2008.0,155.0
God Tussi Great Ho,2008.0,152.0
Amusement,2008.0,85.0
Were the World Mine,2008.0,95.0
21,2008.0,123.0
Adam Resurrected,2008.0,106.0
Gonzo,2008.0,120.0
Dasavatharam,2008.0,188.0
Madagascar: Escape 2 Africa,2008.0,89.0
One Missed Call,2008.0,87.0
Harold & Kumar Escape from Guantanamo Bay,2008.0,114.0
Pride and Glory,2008.0,130.0
Shutter,2008.0,85.0
Space Chimps,2008.0,81.0
The Strangers,2008.0,86.0
Doomsday,2008.0,113.0
Valley of Angels,2008.0,99.0
American Teen,2008.0,95.0
First Sunday,2008.0,98.0
What Just Happened,2008.0,104.0
Dante 01,2008.0,82.0
The Oxford Murders,2008.0,108.0
Jumper,2008.0,88.0
Stop-Loss,2008.0,112.0
Strange Wilderness,2008.0,87.0
Mutant Chronicles,2008.0,111.0
Sarkar Raj,2008.0,125.0
A Matador's Mistress,2008.0,92.0
Wanted,2008.0,110.0
Inkheart,2008.0,106.0
Strictly Sexual,2008.0,100.0
"Welcome Home, Roscoe Jenkins",2008.0,104.0
Vicky Cristina Barcelona,2008.0,96.0
The Chronicles of Narnia: Prince Caspian,2008.0,150.0
Body of Lies,2008.0,128.0
The Baader Meinhof Complex,2008.0,150.0
Meet Dave,2008.0,90.0
The Mysteries of Pittsburgh,2008.0,95.0
Fool's Gold,2008.0,112.0
Krabat,2008.0,120.0
My Mom's New Boyfriend,2008.0,119.0
In Bruges,2008.0,107.0
Gangster's Paradise: Jerusalema,2008.0,119.0
Over Her Dead Body,2008.0,95.0
Ong Bak 2,2008.0,98.0
Mirrors,2008.0,110.0
$9.99,2008.0,78.0
A Summer in Genoa,2008.0,93.0
Mamma Mia!,2008.0,108.0
Winter in Wartime,2008.0,103.0
Be Kind Rewind,2008.0,102.0
Forgetting Sarah Marshall,2008.0,111.0
The Incredible Hulk,2008.0,112.0
Deception,2008.0,107.0
Transsiberian,2008.0,111.0
Appaloosa,2008.0,115.0
The Promotion,2008.0,86.0
Asylum,2008.0,93.0
The Hottie & the Nottie,2008.0,91.0
Sleep Dealer,2008.0,90.0
The Midnight Meat Train,2008.0,98.0
Extreme Movie,2008.0,86.0
The Ramen Girl,2008.0,102.0
Easy Virtue,2008.0,97.0
The Heir Apparent: Largo Winch,2008.0,108.0
"New York, I Love You",2008.0,103.0
The Accidental Husband,2008.0,90.0
Speed Racer,2008.0,135.0
The Love Guru,2008.0,87.0
Bangkok Dangerous,2008.0,99.0
Seven Pounds,2008.0,123.0
Religulous,2008.0,101.0
Lake Mungo,2008.0,87.0
Drillbit Taylor,2008.0,110.0
The Alphabet Killer,2008.0,98.0
The Edge of Love,2008.0,110.0
Babysitter Wanted,2008.0,93.0
Marley & Me,2008.0,111.0
Make It Happen,2008.0,90.0
Female Agents,2008.0,148.0
Changeling,2008.0,141.0
Garden Party,2008.0,88.0
Quantum of Solace,2008.0,106.0
I Can't Think Straight,2008.0,82.0
A Fox's Tale,2008.0,85.0
The Spirit,2008.0,103.0
"Definitely, Maybe",2008.0,112.0
Visioneers,2008.0,94.0
Gardens of the Night,2008.0,110.0
Summer Hours,2008.0,103.0
House,2008.0,88.0
Step Brothers,2008.0,98.0
Semi-Pro,2008.0,91.0
Forever Strong,2008.0,112.0
The Brothers Bloom,2008.0,114.0
North Face,2008.0,126.0
Blackout,2008.0,85.0
College,2008.0,94.0
Kit Kittredge: An American Girl,2008.0,101.0
The Deal,2008.0,100.0
Kung Fu Dunk,2008.0,100.0
The House Bunny,2008.0,97.0
Clubbed,2008.0,95.0
Smart People,2008.0,95.0
The Mummy: Tomb of the Dragon Emperor,2008.0,112.0
Blindness,2008.0,121.0
Sunshine Cleaning,2008.0,91.0
The Duchess,2008.0,110.0
The Black Balloon,2008.0,97.0
The Informers,2008.0,98.0
The Forbidden Kingdom,2008.0,104.0
Made of Honor,2008.0,101.0
Jolene,2008.0,121.0
Paris,2008.0,130.0
Frost/Nixon,2008.0,122.0
Boot Camp,2008.0,99.0
Baby Mama,2008.0,99.0
Ponyo,2008.0,101.0
Untraceable,2008.0,101.0
Shuttle,2008.0,107.0
Three Kingdoms,2008.0,102.0
"War, Inc.",2008.0,107.0
The Flight Before Christmas,2008.0,80.0
Burn After Reading,2008.0,96.0
The Hurt Locker,2008.0,131.0
While She Was Out,2008.0,86.0
Sleepwalking,2008.0,101.0
Finding Amanda,2008.0,96.0
The Children of Huang Shi,2008.0,125.0
Dream Boy,2008.0,88.0
Trailer Park of Terror,2008.0,98.0
Che: Part One,2008.0,134.0
Outpost,2008.0,90.0
Shine a Light,2008.0,122.0
Franklyn,2008.0,98.0
Blonde and Blonder,2008.0,95.0
Deadgirl,2008.0,101.0
Standard Operating Procedure,2008.0,116.0
Shiver,2008.0,95.0
The Echo,2008.0,96.0
100 Feet,2008.0,96.0
The Good the Bad the Weird,2008.0,139.0
I Sell the Dead,2008.0,85.0
Julia,2008.0,144.0
The Broken,2008.0,93.0
Dakota Skye,2008.0,89.0
Cherry Blossoms,2008.0,127.0
Pineapple Express,2008.0,111.0
WALL·E,2008.0,98.0
Death Note: L Change the World,2008.0,129.0
Bottle Shock,2008.0,110.0
The Boy in the Striped Pajamas,2008.0,94.0
Doubt,2008.0,104.0
Flame & Citron,2008.0,130.0
The Last Deadly Mission,2008.0,125.0
Baghead,2008.0,84.0
Dance of the Dead,2008.0,87.0
Prom Night,2008.0,88.0
The First Day of the Rest of Your Life,2008.0,114.0
Loft,2008.0,118.0
Quiet Chaos,2008.0,105.0
Gomorrah,2008.0,137.0
Cyborg She,2008.0,115.0
Taken,2008.0,90.0
Tokyo Sonata,2008.0,120.0
Afterwards,2008.0,107.0
CJ7,2008.0,88.0
Tropic Thunder,2008.0,107.0
Good Dick,2008.0,86.0
Dragon Hunters,2008.0,80.0
Lakeview Terrace,2008.0,110.0
"Moscow, Belgium",2008.0,102.0
Troubled Water,2008.0,115.0
Winged Creatures,2008.0,100.0
The Happening,2008.0,91.0
Arn: The Kingdom at the End of the Road,2008.0,128.0
Mad Money,2008.0,104.0
Cass,2008.0,108.0
The Yellow Handkerchief,2008.0,102.0
Nights in Rodanthe,2008.0,97.0
Revolutionary Road,2008.0,119.0
You Don't Mess with the Zohan,2008.0,113.0
Bedtime Stories,2008.0,99.0
Zombie Strippers!,2008.0,94.0
Everlasting Moments,2008.0,131.0
Fireflies in the Garden,2008.0,99.0
The Escapist,2008.0,102.0
The Objective,2008.0,90.0
High School Musical 3: Senior Year,2008.0,112.0
Repo! The Genetic Opera,2008.0,98.0
Where in the World Is Osama Bin Laden?,2008.0,90.0
"Angus, Thongs and Perfect Snogging",2008.0,100.0
The Ruins,2008.0,90.0
Fashion,2008.0,167.0
Pathology,2008.0,95.0
Skin,2008.0,107.0
The Merry Gentleman,2008.0,110.0
City of Ember,2008.0,90.0
The Day the Earth Stood Still,2008.0,104.0
1968 Tunnel Rats,2008.0,96.0
Miss Pettigrew Lives for a Day,2008.0,92.0
Dark Planet,2008.0,115.0
Red,2008.0,93.0
Elegy,2008.0,112.0
The Other Man,2008.0,88.0
Bad Biology,2008.0,85.0
The Reader,2008.0,124.0
Tokyo!,2008.0,112.0
"Surfer, Dude",2008.0,85.0
Hero Wanted,2008.0,94.0
Frozen River,2008.0,97.0
The Lucky Ones,2008.0,115.0
Midnight Movie,2008.0,82.0
Nick and Norah's Infinite Playlist,2008.0,90.0
The Messenger,2008.0,109.0
Incendiary,2008.0,96.0
Dark Floors,2008.0,85.0
Valkyrie,2008.0,121.0
Hunger,2008.0,96.0
Traitor,2008.0,114.0
27 Dresses,2008.0,111.0
Donkey Punch,2008.0,99.0
Sugar,2008.0,114.0
Bhoothnath,2008.0,150.0
A Christmas Tale,2008.0,152.0
Ghost Town,2008.0,102.0
Tashan,2008.0,120.0
Love Me No More,2008.0,85.0
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008.0,103.0
Otis,2008.0,100.0
Alien Raiders,2008.0,85.0
College Road Trip,2008.0,83.0
The Song of Sparrows,2008.0,96.0
Sex and the City,2008.0,145.0
Witless Protection,2008.0,99.0
Cash,2008.0,100.0
Secret Defense,2008.0,100.0
Zack and Miri Make a Porno,2008.0,101.0
Slumdog Millionaire,2008.0,120.0
Redbelt,2008.0,99.0
Idiots and Angels,2008.0,78.0
Milk,2008.0,128.0
Beverly Hills Chihuahua,2008.0,91.0
The Poker House,2008.0,93.0
Until the Light Takes Us,2008.0,93.0
Train,2008.0,94.0
Columbus Day,2008.0,90.0
Race,2008.0,149.0
The Sisterhood of the Traveling Pants 2,2008.0,119.0
Assassination of a High School President,2008.0,93.0
Eden Lake,2008.0,91.0
Lion's Den,2008.0,113.0
Never Back Down,2008.0,113.0
Step Up 2: The Streets,2008.0,98.0
Il Divo,2008.0,110.0
Wild Child,2008.0,98.0
Choke,2008.0,92.0
$5 a Day,2008.0,98.0
Swing Vote,2008.0,120.0
Henry Poole Is Here,2008.0,99.0
Birds of America,2008.0,85.0
Martyrs,2008.0,99.0
Max Manus: Man of War,2008.0,118.0
Vinyan,2008.0,96.0
Splinter,2008.0,82.0
The Rocker,2008.0,102.0
RocknRolla,2008.0,114.0
Middle of Nowhere,2008.0,95.0
Tyson,2008.0,90.0
Kandisha,2008.0,91.0
What Happens in Vegas,2008.0,99.0
Defiance,2008.0,137.0
Dorothy Mills,2008.0,102.0
Private Valentine: Blonde & Dangerous,2008.0,98.0
Phoebe in Wonderland,2008.0,96.0
Righteous Kill,2008.0,101.0
A Woman in Berlin,2008.0,131.0
A Complete History of My Sexual Failures,2008.0,90.0
Stone of Destiny,2008.0,96.0
Flashbacks of a Fool,2008.0,109.0
Johnny Mad Dog,2008.0,98.0
Cadillac Records,2008.0,109.0
Conspiracy,2008.0,90.0
The Haunting of Molly Hartley,2008.0,85.0
Happy-Go-Lucky,2008.0,118.0
My Best Friend's Girl,2008.0,101.0
Last Chance Harvey,2008.0,93.0
Miracle at St. Anna,2008.0,160.0
Meet the Browns,2008.0,100.0
Seraphine,2008.0,125.0
The Machine Girl,2008.0,96.0
Another Gay Sequel: Gays Gone Wild!,2008.0,99.0
Manhunt,2008.0,78.0
Flash of Genius,2008.0,119.0
Painted Skin,2008.0,103.0
The Sky Crawlers,2008.0,122.0
How to Be,2008.0,85.0
Eagle Eye,2008.0,118.0
The Horseman,2008.0,96.0
Ichi,2008.0,120.0
Cloverfield,2008.0,85.0
From Within,2008.0,89.0
The Wave,2008.0,107.0
Dying Breed,2008.0,92.0
Welcome to the Sticks,2008.0,106.0
Worlds Apart,2008.0,116.0
"Patrik, Age 1.5",2008.0,103.0
The Burning Plain,2008.0,107.0
The Class,2008.0,128.0
I've Loved You So Long,2008.0,117.0
Yes Man,2008.0,104.0
Departures,2008.0,130.0
Nothing But the Truth,2008.0,108.0
Meet the Spartans,2008.0,87.0
"Sorry, If I Love You",2008.0,103.0
Adoration,2008.0,101.0
Tutta la vita davanti,2008.0,117.0
Stag Night,2008.0,84.0
Management,2008.0,94.0
Quarantine,2008.0,89.0
The Wackness,2008.0,99.0
Rachel Getting Married,2008.0,113.0
The Square,2008.0,105.0
Uncertainty,2008.0,101.0
Trucker,2008.0,90.0
Still Walking,2008.0,115.0
Gutterballs,2008.0,96.0
Terribly Happy,2008.0,99.0
No Man's Land: The Rise of Reeker,2008.0,88.0
Expelled: No Intelligence Allowed,2008.0,97.0
The Longshots,2008.0,94.0
Golmaal Returns,2008.0,135.0
My Name Ain't Johnny,2008.0,124.0
Nothing to Lose,2008.0,88.0
Passchendaele,2008.0,114.0
Hush,2008.0,91.0
Goodbye Solo,2008.0,91.0
Fifty Dead Men Walking,2008.0,117.0
Nature's Grave,2008.0,88.0
Twilight,2008.0,122.0
35 Shots of Rum,2008.0,100.0
Admiral,2008.0,124.0
Shaurya,2008.0,149.0
Two Lovers,2008.0,110.0
Little Ashes,2008.0,112.0
Hamlet 2,2008.0,92.0
One Week,2008.0,94.0
Kismat Konnection,2008.0,153.0
Yuvvraaj,2008.0,151.0
Mulligans,2008.0,92.0
Open Season 2,2008.0,76.0
Take the Trash,2008.0,85.0
Diary of a Nymphomaniac,2008.0,101.0
Soul Men,2008.0,100.0
The Man Who Loved Yngve,2008.0,90.0
Felon,2008.0,104.0
Sauna,2008.0,83.0
The Wrestler,2008.0,109.0
Adulthood,2008.0,99.0
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008.0,74.0
Love Exposure,2008.0,237.0
Fireproof,2008.0,122.0
Mum & Dad,2008.0,84.0
The Beaches of Agnès,2008.0,112.0
ThanksKilling,2008.0,70.0
Transporter 3,2008.0,104.0
Is Anybody There?,2008.0,94.0
JCVD,2008.0,97.0
Chiko,2008.0,92.0
Saw V,2008.0,92.0
What Doesn't Kill You,2008.0,100.0
Dean Spanley,2008.0,100.0
Sex Drive,2008.0,109.0
A Film with Me in It,2008.0,89.0
Let the Right One In,2008.0,114.0
The Family That Preys,2008.0,111.0
Center Stage: Turn It Up,2008.0,95.0
The Jerk Theory,2008.0,93.0
Fatso,2008.0,91.0
Singh Is King,2008.0,135.0
Bigger Stronger Faster*,2008.0,105.0
Nothing Like the Holidays,2008.0,98.0
Dear Zachary: A Letter to a Son About His Father,2008.0,95.0
Wendy and Lucy,2008.0,80.0
Semum,2008.0,116.0
A Frozen Flower,2008.0,133.0
Man on Wire,2008.0,94.0
Anvil,2008.0,80.0
Roman Polanski: Wanted and Desired,2008.0,99.0
Desh Drohi,2008.0,140.0
Naruto Shippuden: The Movie - Bonds,2008.0,98.0
Suspect X,2008.0,128.0
Dream,2008.0,95.0
120,2008.0,114.0
Ghajini,2008.0,186.0
Tambourine,2008.0,110.0
Sita Sings the Blues,2008.0,82.0
Somers Town,2008.0,71.0
Bronson,2008.0,92.0
The Children,2008.0,84.0
Lemon Tree,2008.0,106.0
Revanche,2008.0,121.0
Resident Evil: Degeneration,2008.0,97.0
W.,2008.0,129.0
Me and Orson Welles,2008.0,114.0
Gigantic,2008.0,98.0
The World is Big and Salvation Lurks Around the Corner,2008.0,105.0
Vaaranam Aayiram,2008.0,169.0
Rab Ne Bana Di Jodi,2008.0,167.0
Bachna Ae Haseeno,2008.0,152.0
Chocolate,2008.0,110.0
Tokyo Gore Police,2008.0,110.0
The Wrecking Crew!,2008.0,101.0
Dostana,2008.0,145.0
Waltz with Bashir,2008.0,90.0
Star Wars: The Clone Wars,2008.0,98.0
Morphine,2008.0,110.0
Lorna's Silence,2008.0,105.0
An Empress and the Warriors,2008.0,99.0
Cold Prey 2,2008.0,90.0
The Masked Gang: Cyprus,2008.0,87.0
The Chaser,2008.0,125.0
An American Carol,2008.0,83.0
Jalsa,2008.0,161.0
Recep Ivedik,2008.0,90.0
LOL (Laughing Out Loud),2008.0,103.0
Silent Wedding,2008.0,87.0
Parugu,2008.0,159.0
O... Çocuklari,2008.0,120.0
Boogeyman 3,2008.0,93.0
Vacancy 2: The First Cut,2008.0,86.0
Gran Torino,2008.0,116.0
Camino,2008.0,138.0
Disaster Movie,2008.0,87.0
Jannat: In Search of Heaven...,2008.0,140.0
Achilles and the Tortoise,2008.0,119.0
Radio Day,2008.0,100.0
Anything for Her,2008.0,96.0
Breathing Room,2008.0,89.0
Ip Man,2008.0,106.0
Welcome to Sajjanpur,2008.0,133.0
The Headless Woman,2008.0,87.0
Tony Manero,2008.0,97.0
Jerichow,2008.0,93.0
Afterschool,2008.0,107.0
Pontypool,2008.0,93.0
Kuruvi,2008.0,150.0
It Might Get Loud,2008.0,98.0
Rock On!!,2008.0,145.0
Involuntary,2008.0,98.0
Three Monkeys,2008.0,109.0
Don't Look Down,2008.0,85.0
Valami Amerika 2,2008.0,110.0
Hipsters,2008.0,130.0
Aamir,2008.0,99.0
Global Metal,2008.0,93.0
Mesrine: Killer Instinct,2008.0,113.0
Ghost in the Shell 2.0,2008.0,83.0
The Beautiful Person,2008.0,97.0
Zift,2008.0,92.0
Mumbai Meri Jaan,2008.0,134.0
Cape No. 7,2008.0,129.0
Home Movie,2008.0,77.0
Mid-August Lunch,2008.0,75.0
The Stoning of Soraya M.,2008.0,116.0
The Ottoman Republic,2008.0,100.0
A Boyfriend for My Wife,2008.0,100.0
A Wednesday,2008.0,104.0
Last Stop 174,2008.0,110.0
Cars of the Revolution,2008.0,120.0
Sorry to Disturb,2008.0,116.0
Süt,2008.0,102.0
A.R.O.G,2008.0,127.0
"Food, Inc.",2008.0,94.0
More Than a Game,2008.0,105.0
Dasvidaniya,2008.0,113.0
Phobia,2008.0,240.0
Oye Lucky! Lucky Oye!,2008.0,125.0
Günesin Oglu,2008.0,89.0
1920,2008.0,143.0
The Hide,2008.0,82.0
The Soviet Story,2008.0,86.0
Home,2008.0,98.0
Alone,2008.0,113.0
Autumn,2008.0,99.0
If You Are the One,2008.0,130.0
Killer Bean Forever,2008.0,85.0
Scandal Makers,2008.0,108.0
My Only Sunshine,2008.0,121.0
Breathless,2008.0,130.0
Hassan wa Morcus,2008.0,120.0
Food Matters,2008.0,80.0
Gamyam,2008.0,120.0
Coraline,2009.0,100.0
Blood and Bone,2009.0,93.0
Inglourious Basterds,2009.0,153.0
The Box,2009.0,115.0
Whiteout,2009.0,101.0
Possession,2009.0,86.0
Malice in Wonderland,2009.0,87.0
Astro Boy,2009.0,94.0
The Lovely Bones,2009.0,135.0
Cargo,2009.0,112.0
Where the Wild Things Are,2009.0,101.0
Youth in Revolt,2009.0,90.0
Watchmen,2009.0,162.0
Harry Potter and the Half-Blood Prince,2009.0,153.0
Fantastic Mr. Fox,2009.0,87.0
Leningrad,2009.0,110.0
Daybreakers,2009.0,98.0
G-Force,2009.0,88.0
Paper Man,2009.0,110.0
Terminator Salvation,2009.0,115.0
Knowing,2009.0,121.0
Blood Creek,2009.0,90.0
Cirque du Freak: The Vampire's Assistant,2009.0,119.0
The Time Traveler's Wife,2009.0,107.0
Land of the Lost,2009.0,102.0
Pope Joan,2009.0,149.0
X-Men Origins: Wolverine,2009.0,107.0
Push,2009.0,111.0
Dark Country,2009.0,88.0
The Tournament,2009.0,95.0
9,2009.0,79.0
Notorious,2009.0,122.0
The Perfect Game,2009.0,118.0
State of Play,2009.0,127.0
The Secret of Kells,2009.0,71.0
Mr. Nobody,2009.0,141.0
London Dreams,2009.0,146.0
Fanboys,2009.0,120.0
The Haunting in Connecticut,2009.0,92.0
The Skeptic,2009.0,89.0
Tenderness,2009.0,101.0
The Countess,2009.0,98.0
Goal! III,2009.0,96.0
Avatar,2009.0,162.0
Friday the 13th,2009.0,97.0
Thirst,2009.0,134.0
I Hate Valentine's Day,2009.0,98.0
Planet 51,2009.0,91.0
Brothers,2009.0,105.0
Oceans,2009.0,104.0
Aliens in the Attic,2009.0,86.0
Everybody's Fine,2009.0,100.0
The Princess and the Frog,2009.0,97.0
Imagine That,2009.0,107.0
Hotel for Dogs,2009.0,100.0
Balls Out: Gary the Tennis Coach,2009.0,93.0
Brief Interviews with Hideous Men,2009.0,80.0
The Messenger,2009.0,113.0
Case 39,2009.0,109.0
Not Easily Broken,2009.0,99.0
Star Trek,2009.0,127.0
Blood: The Last Vampire,2009.0,91.0
Farewell,2009.0,113.0
Carriers,2009.0,85.0
Angels & Demons,2009.0,138.0
A Dog Year,2009.0,80.0
The Good Heart,2009.0,99.0
Life During Wartime,2009.0,98.0
Bright Star,2009.0,119.0
9 Miles Down,2009.0,86.0
Spring Breakdown,2009.0,84.0
The Stepfather,2009.0,101.0
The Uninvited,2009.0,87.0
Ghosts of Girlfriends Past,2009.0,115.0
The Soloist,2009.0,117.0
"Sex, Party & Lies",2009.0,107.0
The Last Station,2009.0,112.0
Underworld: Rise of the Lycans,2009.0,92.0
The Pink Panther 2,2009.0,92.0
After.Life,2009.0,104.0
Cloudy with a Chance of Meatballs,2009.0,90.0
The Collector,2009.0,90.0
The Last House on the Left,2009.0,110.0
The Lodger,2009.0,95.0
Evangelion: 2.0 You Can (Not) Advance,2009.0,112.0
Valhalla Rising,2009.0,93.0
My Life in Ruins,2009.0,98.0
Open Graves,2009.0,88.0
Antichrist,2009.0,108.0
Elsewhere,2009.0,106.0
Nine,2009.0,118.0
The Blind Side,2009.0,129.0
All About Steve,2009.0,99.0
Luck by Chance,2009.0,156.0
Kerala Varma Pazhassi Raja,2009.0,195.0
Brüno,2009.0,81.0
Street Fighter: The Legend of Chun-Li,2009.0,96.0
Horsemen,2009.0,90.0
Monsters vs. Aliens,2009.0,94.0
Kill Theory,2009.0,85.0
Cairo Time,2009.0,90.0
The City of Your Final Destination,2009.0,117.0
The Road,2009.0,111.0
Love Happens,2009.0,109.0
Bride Wars,2009.0,89.0
Frequently Asked Questions About Time Travel,2009.0,83.0
In the Electric Mist,2009.0,117.0
Armored,2009.0,88.0
Broken Embraces,2009.0,127.0
44 Inch Chest,2009.0,95.0
Crossing Over,2009.0,113.0
The Boys Are Back,2009.0,104.0
Precious,2009.0,110.0
Transylmania,2009.0,92.0
Arthur and the Revenge of Maltazard,2009.0,107.0
The New Daughter,2009.0,108.0
Nine Dead,2009.0,86.0
The Canyon,2009.0,102.0
Cabin Fever 2: Spring Fever,2009.0,86.0
The Young Victoria,2009.0,105.0
The International,2009.0,118.0
Dolan's Cadillac,2009.0,89.0
Tetro,2009.0,127.0
Solomon Kane,2009.0,104.0
A Perfect Getaway,2009.0,98.0
Creation,2009.0,108.0
17 Again,2009.0,102.0
Bandslam,2009.0,111.0
Old Dogs,2009.0,88.0
Little New York,2009.0,96.0
Mary and Max,2009.0,92.0
Like Dandelion Dust,2009.0,100.0
Metropia,2009.0,86.0
Surrogates,2009.0,89.0
Sherlock Holmes,2009.0,128.0
In Her Skin,2009.0,107.0
He's Just Not That Into You,2009.0,129.0
Perrier's Bounty,2009.0,88.0
The Open Road,2009.0,91.0
Fast & Furious,2009.0,107.0
Home,2009.0,118.0
Fame,2009.0,107.0
Adrift,2009.0,97.0
Splice,2009.0,104.0
A Serious Man,2009.0,106.0
Night Train,2009.0,91.0
Infestation,2009.0,91.0
Vampire Killers,2009.0,86.0
500 Days of Summer,2009.0,95.0
Coco Chanel & Igor Stravinsky,2009.0,119.0
Doghouse,2009.0,89.0
I Come with the Rain,2009.0,114.0
Hachi: A Dog's Tale,2009.0,93.0
From Time to Time,2009.0,92.0
"I Love You, Beth Cooper",2009.0,102.0
Powder Blue,2009.0,106.0
The Other Woman,2009.0,119.0
Gamer,2009.0,95.0
The Cry of the Owl,2009.0,100.0
Coco Before Chanel,2009.0,105.0
Mammoth,2009.0,125.0
The King of Fighters,2009.0,93.0
The Proposal,2009.0,108.0
Delhi-6,2009.0,141.0
I Love You Phillip Morris,2009.0,102.0
Year One,2009.0,97.0
G.I. Joe: The Rise of Cobra,2009.0,118.0
Lo,2009.0,80.0
Up,2009.0,96.0
The Grudge 3,2009.0,90.0
Goemon,2009.0,128.0
Desert Flower,2009.0,120.0
The Imaginarium of Doctor Parnassus,2009.0,123.0
Transformers: Revenge of the Fallen,2009.0,149.0
Invictus,2009.0,134.0
The Invention of Lying,2009.0,100.0
According to Greta,2009.0,92.0
A Christmas Carol,2009.0,96.0
Veronika Decides to Die,2009.0,103.0
Ink,2009.0,107.0
Mao's Last Dancer,2009.0,117.0
The Descent: Part 2,2009.0,94.0
The Six Wives of Henry Lefay,2009.0,95.0
The Misfortunates,2009.0,108.0
Don't Look Back,2009.0,111.0
Race to Witch Mountain,2009.0,98.0
Shinjuku Incident,2009.0,119.0
Ajami,2009.0,124.0
My Sister's Keeper,2009.0,109.0
Deep in the Valley,2009.0,96.0
Night at the Museum: Battle of the Smithsonian,2009.0,105.0
Couples Retreat,2009.0,113.0
Ice Age: Dawn of the Dinosaurs,2009.0,94.0
Baaria,2009.0,163.0
Queen to Play,2009.0,97.0
Fighting,2009.0,105.0
Fired Up!,2009.0,90.0
Wanted,2009.0,147.0
Weather Girl,2009.0,92.0
The Hole,2009.0,92.0
Teenage Dirtbag,2009.0,106.0
CC2C,2009.0,154.0
Adventureland,2009.0,107.0
"The Goods: Live Hard, Sell Hard",2009.0,89.0
Confessions of a Shopaholic,2009.0,104.0
New in Town,2009.0,97.0
Bad Lieutenant: Port of Call New Orleans,2009.0,122.0
Next Day Air,2009.0,84.0
Dragonball Evolution,2009.0,85.0
If I Were You 2,2009.0,96.0
Tormented,2009.0,91.0
Shorts,2009.0,89.0
Red Sands,2009.0,89.0
The Girlfriend Experience,2009.0,77.0
Walled In,2009.0,91.0
8 x 10 Tasveer,2009.0,122.0
Giallo,2009.0,92.0
The Maiden Heist,2009.0,90.0
The Taking of Pelham 123,2009.0,106.0
Balibo,2009.0,111.0
The Line,2009.0,95.0
The Code,2009.0,104.0
Hannah Montana: The Movie,2009.0,102.0
That Evening Sun,2009.0,109.0
Paul Blart: Mall Cop,2009.0,91.0
Accidents Happen,2009.0,92.0
The Killing Room,2009.0,93.0
The Hangover,2009.0,100.0
Tony,2009.0,76.0
Crank: High Voltage,2009.0,96.0
Mother and Child,2009.0,125.0
Alien Trespass,2009.0,84.0
Echelon Conspiracy,2009.0,105.0
City of Life and Death,2009.0,132.0
John Rabe,2009.0,134.0
Play the Game,2009.0,105.0
Drag Me to Hell,2009.0,99.0
Not Forgotten,2009.0,96.0
Sin Nombre,2009.0,96.0
Cold Souls,2009.0,101.0
Taking Woodstock,2009.0,120.0
Amelia,2009.0,111.0
The Informant!,2009.0,108.0
Ultimate Heist,2009.0,95.0
The Boat That Rocked,2009.0,135.0
Jennifer's Body,2009.0,102.0
The Girl with the Dragon Tattoo,2009.0,152.0
