tconst,primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,writers,Production Budget,Worldwide Gross
tt0071230,Blazing Saddles,1974,93,7.7,143384,Mel Brooks,"Mel Brooks, Norman Steinberg, Andrew Bergman, Richard Pryor, Alan Uger",2600000,119500000
tt0071315,Chinatown,1974,130,8.2,332504,Roman Polanski,"Robert Towne, Roman Polanski",6000000,23169837
tt0071360,The Conversation,1974,113,7.8,114970,Francis Ford Coppola,Francis Ford Coppola,1600000,4574909
tt0071455,Earthquake,1974,122,5.9,16737,Mark Robson,"George Fox, Mario Puzo",7000000,79700000
tt0071524,The Front Page,1974,105,7.3,14193,Billy Wilder,"Ben Hecht, Charles MacArthur, Billy Wilder, I.A.L. Diamond",4000000,15000000
tt0071577,The Great Gatsby,1974,144,6.4,25667,Jack Clayton,"F. Scott Fitzgerald, Francis Ford Coppola",7000000,26533200
tt0071807,The Man with the Golden Gun,1974,125,6.7,108429,Guy Hamilton,"Richard Maibaum, Tom Mankiewicz, Ian Fleming",7000000,97600000
tt0072251,The Taking of Pelham One Two Three,1974,104,7.6,32553,Joseph Sargent,"John Godey, Peter Stone",3800000,0
tt0072431,Young Frankenstein,1974,106,8,161913,Mel Brooks,"Gene Wilder, Mel Brooks, Mary Shelley",2800000,86300489
tt0071853,Monty Python and the Holy Grail,1975,91,8.2,548798,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Thomas Malory",400000,5028948
tt0072081,The Return of the Pink Panther,1975,113,7,28221,Blake Edwards,"Frank Waldman, Blake Edwards",5000000,41833347
tt0072684,Barry Lyndon,1975,185,8.1,172332,Stanley Kubrick,"Stanley Kubrick, William Makepeace Thackeray",11000000,20198512
tt0072856,Death Race 2000,1975,80,6.2,28992,Paul Bartel,"Robert Thom, Charles B. Griffith, Ib Melchior",300000,0
tt0073195,Jaws,1975,124,8.1,618711,Steven Spielberg,"Peter Benchley, Carl Gottlieb",12000000,482947378
tt0073312,Love and Death,1975,85,7.7,39429,Woody Allen,Woody Allen,3000000,20123742
tt0073486,One Flew Over the Cuckoo's Nest,1975,133,8.7,1021740,Milos Forman,"Lawrence Hauben, Bo Goldman, Ken Kesey, Dale Wasserman",4400000,163274115
tt0073629,The Rocky Horror Picture Show,1975,100,7.4,156718,Jim Sharman,"Richard O'Brien, Jim Sharman",1200000,2318156
tt0074285,Carrie,1976,98,7.4,193272,Brian De Palma,"Stephen King, Lawrence D. Cohen",1800000,25886736
tt0074512,Family Plot,1976,120,6.8,23837,Alfred Hitchcock,"Ernest Lehman, Victor Canning",3000000,13200000
tt0074751,King Kong,1976,134,5.9,33798,John Guillermin,"James Ashmore Creelman, Ruth Rose, Merian C. Cooper, Edgar Wallace, Lorenzo Semple Jr.",23000000,90614445
tt0074812,Logan's Run,1976,119,6.8,58506,Michael Anderson,"David Zelag Goodman, William F. Nolan, George Clayton Johnson",7000000,25000000
tt0074958,Network,1976,121,8.1,162373,Sidney Lumet,Paddy Chayefsky,3800000,23689877
tt0075005,The Omen,1976,111,7.5,123486,Richard Donner,David Seltzer,2800000,48577431
tt0075147,Robin and Marian,1976,106,6.5,13316,Richard Lester,James Goldman,5000000,8000000
tt0075148,Rocky,1976,120,8.1,592981,John G. Avildsen,Sylvester Stallone,1000000,225000000
tt0075222,Silent Movie,1976,87,6.7,17798,Mel Brooks,"Mel Brooks, Ron Clark, Rudy De Luca, Barry Levinson",4400000,36145695
tt0075314,Taxi Driver,1976,114,8.2,853765,Martin Scorsese,Paul Schrader,1900000,28447834
tt0074486,Eraserhead,1977,89,7.3,120213,David Lynch,David Lynch,100000,7097971
tt0075686,Annie Hall,1977,93,8,269271,Woody Allen,"Woody Allen, Marshall Brickman",4000000,38252270
tt0075784,A Bridge Too Far,1977,175,7.4,58378,Richard Attenborough,"Cornelius Ryan, William Goldman",26000000,50800000
tt0075860,Close Encounters of the Third Kind,1977,138,7.6,207073,Steven Spielberg,"Steven Spielberg, Hal Barwood, Jerry Belson, John Hill, Matthew Robbins",20000000,340800479
tt0075909,Damnation Alley,1977,91,5.2,5537,Jack Smight,"Roger Zelazny, Alan Sharp, Lukas Heller",17000000,0
tt0076009,Exorcist II: The Heretic,1977,117,3.8,25667,"John Boorman, Rospo Pallenberg","William Goodhart, William Peter Blatty, Rospo Pallenberg",14000000,25011000
tt0076141,High Anxiety,1977,94,6.6,22898,Mel Brooks,"Mel Brooks, Ron Clark, Rudy De Luca, Barry Levinson",3400000,31063038
tt0076175,March or Die,1977,107,6.3,3687,Dick Richards,"David Zelag Goodman, Dick Richards",7000000,1000000
tt0076257,The Kentucky Fried Movie,1977,83,6.4,19320,John Landis,"David Zucker, Jim Abrahams, Jerry Zucker",600000,20000000
tt0076271,Kingdom of the Spiders,1977,97,5.7,5539,John 'Bud' Cardos,"Richard Robinson, Alan Caillou, Jeffrey M. Sneller, Stephen Lodge",500000,17000000
tt0076451,"New York, New York",1977,155,6.6,20632,Martin Scorsese,"Earl Mac Rauch, Mardik Martin",14000000,13800302
tt0076740,Sorcerer,1977,121,7.7,22943,William Friedkin,"Walon Green, Georges Arnaud",21600000,12006232
tt0076752,The Spy Who Loved Me,1977,125,7,111600,Lewis Gilbert,"Christopher Wood, Richard Maibaum, Ian Fleming",14000000,185400000
tt0077294,Capricorn One,1977,123,6.8,23447,Peter Hyams,Peter Hyams,5000000,401
tt0077269,The Boys from Brazil,1978,125,7,29054,Franklin J. Schaffner,"Ira Levin, Heywood Gould",12000000,19000000
tt0077362,Coming Home,1978,127,7.3,13966,Hal Ashby,"Waldo Salt, Robert C. Jones, Nancy Dowd, Rudy Wurlitzer",3000000,32653000
tt0077405,Days of Heaven,1978,94,7.8,59677,Terrence Malick,Terrence Malick,3000000,3660880
tt0077416,The Deer Hunter,1978,183,8.1,344813,Michael Cimino,"Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker",15000000,50065119
tt0077572,Force 10 from Navarone,1978,118,6.4,18732,Guy Hamilton,"Alistair MacLean, Robin Chapman, Carl Foreman",5000000,7100000
tt0077631,Grease,1978,110,7.2,284588,Randal Kleiser,"Jim Jacobs, Warren Casey, Bronte Woodard, Allan Carr",6000000,387472317
tt0077651,Halloween,1978,91,7.7,286847,John Carpenter,"John Carpenter, Debra Hill",325000,70274000
tt0077663,Heaven Can Wait,1978,101,6.9,22201,"Warren Beatty, Buck Henry","Elaine May, Warren Beatty, Harry Segall, Robert Towne",15000000,98800000
tt0077766,Jaws 2,1978,116,5.8,80213,Jeannot Szwarc,"Peter Benchley, Carl Gottlieb, Howard Sackler",20000000,208900376
tt0077975,National Lampoon's Animal House,1978,109,7.4,124314,John Landis,"Harold Ramis, Douglas Kenney, Chris Miller",3000000,141600000
tt0078346,Superman,1978,143,7.4,178902,Richard Donner,"Jerry Siegel, Joe Shuster, Mario Puzo, David Newman, Leslie Newman, Robert Benton, Tom Mankiewicz",55000000,300200000
tt0078504,The Wiz,1978,134,5.5,15827,Sidney Lumet,"L. Frank Baum, William F. Brown, Joel Schumacher",24000000,22000000
tt0078723,1941,1979,118,5.8,34799,Steven Spielberg,"Robert Zemeckis, Bob Gale, John Milius",32000000,94875000
tt0078748,Alien,1979,117,8.5,896566,Ridley Scott,"Dan O'Bannon, Ronald Shusett",10700000,184638105
tt0078788,Apocalypse Now,1979,147,8.5,677801,Francis Ford Coppola,"John Milius, Francis Ford Coppola, Michael Herr, Joseph Conrad",31500000,85960957
tt0078869,The Black Hole,1979,98,5.9,26597,Gary Nelson,"Jeb Rosebrook, Bob Barbash, Richard H. Landau, Gerry Day",20000000,35841901
tt0078872,The Black Stallion,1979,118,7.4,13354,Carroll Ballard,"Melissa Mathison, Jeanne Rosenberg, William D. Wittliff, Walter Farley, Walter Murch",2700000,37799643
tt0079116,Escape from Alcatraz,1979,112,7.6,140960,Don Siegel,"J. Campbell Bruce, Richard Tuggle",8000000,43000000
tt0079470,Life of Brian,1979,94,8,406320,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",4000000,20522496
tt0079501,Mad Max,1979,88,6.8,211967,George Miller,"James McCausland, George Miller, Byron Kennedy",200000,99750000
tt0079550,Meteor,1979,108,5,7601,Ronald Neame,"Stanley Mann, Edmund H. North",16000000,8400000
tt0079574,Moonraker,1979,126,6.2,103966,Lewis Gilbert,"Christopher Wood, Ian Fleming, Gerry Anderson, Tony Barwick",31000000,210300000
tt0079588,The Muppet Movie,1979,95,7.6,37263,James Frawley,"Jerry Juhl, Jack Burns",8000000,76657000
tt0079753,The Prisoner of Zenda,1979,108,5.1,1306,Richard Quine,"Dick Clement, Ian La Frenais, Anthony Hope, Edward E. Rose",12500000,7000000
tt0079758,Prophecy,1979,102,5.5,5678,John Frankenheimer,David Seltzer,12000000,22673340
tt0079826,The Rose,1979,125,6.9,8896,Mark Rydell,"Bill Kerby, Bo Goldman, Michael Cimino, Marvin Worth",8500000,29200000
tt0079945,Star Trek: The Motion Picture,1979,143,6.4,92598,Robert Wise,"Gene Roddenberry, Harold Livingston, Alan Dean Foster",35000000,139000000
tt0080339,Airplane!,1980,88,7.7,246554,"Jim Abrahams, David Zucker, Jerry Zucker","Jim Abrahams, David Zucker, Jerry Zucker, Hall Bartlett, John C. Champion, Arthur Hailey",3500000,83453539
tt0080354,Alligator,1980,91,6.1,14223,Lewis Teague,"John Sayles, Frank Ray Perilli",2000000,0
tt0080453,The Blue Lagoon,1980,104,5.8,72830,Randal Kleiser,"Henry De Vere Stacpoole, Douglas Day Stewart",4500000,47923795
tt0080455,The Blues Brothers,1980,133,7.9,204687,John Landis,"Dan Aykroyd, John Landis",27000000,57245093
tt0080487,Caddyshack,1980,98,7.2,121355,Harold Ramis,"Brian Doyle-Murray, Harold Ramis, Douglas Kenney",6000000,39849764
tt0080492,Can't Stop the Music,1980,124,4.2,4251,Nancy Walker,"Bronte Woodard, Allan Carr",20000000,2000000
tt0080661,Dressed to Kill,1980,104,7.1,43947,Brian De Palma,Brian De Palma,6500000,31899000
tt0080678,The Elephant Man,1980,124,8.2,246096,David Lynch,"Christopher De Vore, Eric Bergren, David Lynch, Frederick Treves, Ashley Montagu",5000000,26024614
tt0080745,Flash Gordon,1980,111,6.5,58542,Mike Hodges,"Lorenzo Semple Jr., Michael Allin, Alex Raymond",35000000,27176976
tt0080749,The Fog,1980,89,6.8,77344,John Carpenter,"John Carpenter, Debra Hill",1100000,21445868
tt0080761,Friday the 13th,1980,95,6.4,145154,Sean S. Cunningham,"Victor Miller, Ron Kurz",550000,59754601
tt0080771,Galaxina,1980,95,3.6,3217,William Sachs,William Sachs,5500000,4865000
tt0080855,Heaven's Gate,1980,219,6.7,15839,Michael Cimino,Michael Cimino,44000000,3484523
tt0080934,The Island,1980,109,5.3,4514,Michael Ritchie,Peter Benchley,22000000,15716828
tt0081071,The Long Riders,1980,100,6.9,11913,Walter Hill,"Bill Bryden, Steven Smith, Stacy Keach, James Keach, Walter Hill",10000000,15198912
tt0081114,Maniac,1980,87,6.4,18758,William Lustig,"C.A. Rosenberg, Joe Spinell",350000,10000000
tt0081237,The Ninth Configuration,1980,118,6.8,8201,William Peter Blatty,William Peter Blatty,4000000,0
tt0081283,Ordinary People,1980,124,7.7,53997,Robert Redford,"Judith Guest, Alvin Sargent, Nancy Dowd",6200000,52302978
tt0081353,Popeye,1980,114,5.3,32877,Robert Altman,"Jules Feiffer, E.C. Segar",20000000,49823037
tt0081375,Private Benjamin,1980,109,6.2,27309,Howard Zieff,"Nancy Meyers, Charles Shyer, Harvey Miller",15000000,69847348
tt0081398,Raging Bull,1980,129,8.2,360352,Martin Scorsese,"Jake LaMotta, Joseph Carter, Peter Savage, Paul Schrader, Mardik Martin",18000000,23415259
tt0081400,Raise the Titanic,1980,115,5.1,4945,Jerry Jameson,"Adam Kennedy, Eric Hughes, Clive Cussler",40000000,7000000
tt0081505,The Shining,1980,146,8.4,1040309,Stanley Kubrick,"Stephen King, Stanley Kubrick, Diane Johnson",19000000,45613093
tt0081534,Somewhere in Time,1980,103,7.2,30581,Jeannot Szwarc,Richard Matheson,5100000,9709597
tt0081617,Terror Train,1980,97,5.8,12969,Roger Spottiswoode,"T.Y. Drake, Daniel Grodnik, Judith Rascoe",3500000,8000000
tt0081633,Time Bandits,1981,116,6.9,65432,Terry Gilliam,"Michael Palin, Terry Gilliam",12000000,37400000
tt0082085,Blow Out,1981,108,7.4,56876,Brian De Palma,"Brian De Palma, Bill Mesce Jr.",18000000,13747988
tt0082158,Chariots of Fire,1981,125,7.1,63016,Hugh Hudson,Colin Welland,5500000,61910507
tt0082186,Clash of the Titans,1981,118,6.9,45674,Desmond Davis,Beverley Cross,15000000,44400000
tt0082288,Dragonslayer,1981,108,6.6,18795,Matthew Robbins,"Hal Barwood, Matthew Robbins",18000000,6000000
tt0082340,Escape from New York,1981,99,7.1,147713,John Carpenter,"John Carpenter, Nick Castle",6000000,25275289
tt0082398,For Your Eyes Only,1981,127,6.7,103991,John Glen,"Richard Maibaum, Michael G. Wilson, Ian Fleming",28000000,195300000
tt0082405,The Four Seasons,1981,107,6.8,5138,Alan Alda,Alan Alda,6500000,42488161
tt0082418,Friday the 13th Part 2,1981,87,6.1,71575,Steve Miner,"Ron Kurz, Victor Miller, Sean S. Cunningham",1250000,21722776
tt0082432,Gallipoli,1981,110,7.4,40631,Peter Weir,"David Williamson, Peter Weir, Ernest Raymond",3000000,5732587
tt0082467,Graduation Day,1981,96,4.8,4413,Herb Freed,"Anne Marisse, Herb Freed, David Baughn",250000,23894000
tt0082495,Halloween II,1981,92,6.5,95184,Rick Rosenthal,"John Carpenter, Debra Hill",2500000,25533818
tt0082509,Heavy Metal,1981,86,6.6,36322,"Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, nm0831349, Pino Van Lamsweerde, nm0924266","Daniel Goldberg, Len Blum, Dan O'Bannon, nm0179120, Bernie Wrightson, nm0571729, Jean 'Moebius' Giraud",9300000,19571091
tt0082517,History of the World: Part I,1981,92,6.8,52803,Mel Brooks,Mel Brooks,11000000,31672000
tt0082533,The Howling,1981,91,6.5,37688,Joe Dante,"Gary Brandner, John Sayles, Terence H. Winkless",1000000,17985130
tt0082648,The Legend of the Lone Ranger,1981,98,4.9,2349,William A. Fraker,"Ivan Goff, Ben Roberts, Michael Kane, William Roberts, Gerald B. Derloshon, George W. Trendle, Fran Striker",18000000,13400000
tt0082763,Modern Problems,1981,93,5,5620,Ken Shapiro,"Ken Shapiro, Tom Sherohman, Arthur Sellers",8000000,24474312
tt0082766,Mommie Dearest,1981,129,6.6,16965,Frank Perry,"Christina Crawford, Frank Yablans, Frank Perry, Tracy Hotchner, Robert Getchell",5000000,25032000
tt0082783,My Dinner with Andre,1981,110,7.7,23109,Louis Malle,"Wallace Shawn, Andre Gregory",475000,15063
tt0082817,Nighthawks,1981,99,6.3,20553,"Bruce Malmuth, Gary Nelson","David Shaber, Paul Sylbert",5000000,19600000
tt0082934,The Postman Always Rings Twice,1981,122,6.6,24540,Bob Rafelson,"David Mamet, James M. Cain",12000000,44200000
tt0082971,Raiders of the Lost Ark,1981,115,8.4,979898,Steven Spielberg,"Lawrence Kasdan, George Lucas, Philip Kaufman",20000000,367451914
tt0082979,Reds,1981,195,7.3,23599,Warren Beatty,"Warren Beatty, Trevor Griffiths",33500000,50000130
tt0083001,Roar,1981,95,6.1,4225,Noel Marshall,"Noel Marshall, Ted Cassidy",17000000,2110050
tt0083131,Stripes,1981,106,6.8,76285,Ivan Reitman,"Len Blum, Daniel Goldberg, Harold Ramis",10000000,85300000
tt0083169,Taps,1981,126,6.7,19215,Harold Becker,"Darryl Ponicsan, Robert Mark Kamen, James Lineberger, Devery Freeman",14000000,35856053
tt0083254,Under the Rainbow,1981,98,5.3,2874,Steve Rash,"Fred Bauer, Pat Bradley, Pat McCormick, Harry Hurwitz, Martin Smith",20000000,18826490
tt0082198,Conan the Barbarian,1982,129,6.9,153812,John Milius,"Robert E. Howard, John Milius, Oliver Stone, Edward Summer",20000000,79114085
tt0083630,The Beastmaster,1982,118,6.2,24026,Don Coscarelli,"Don Coscarelli, Paul Pepperman, Andre Norton",5000000,10751126
tt0083642,The Best Little Whorehouse in Texas,1982,114,6,12626,Colin Higgins,"Larry L. King, Peter Masterson, Colin Higgins",20500000,69701637
tt0083658,Blade Runner,1982,117,8.1,782409,Ridley Scott,"Hampton Fancher, David Webb Peoples, Philip K. Dick",28000000,39538663
tt0083678,The Border,1982,108,6.4,6809,Tony Richardson,"Deric Washburn, Walon Green, David Freeman",13500000,6118683
tt0083722,Cat People,1982,118,6.2,22634,Paul Schrader,"DeWitt Bodeen, Alan Ormsby, Paul Schrader",12500000,21000000
tt0083739,Class of 1984,1982,98,6.5,12476,Mark L. Lester,"Tom Holland, Mark L. Lester, John C.W. Saxton, Barry Schneider",3250000,6965361
tt0083767,Creepshow,1982,120,6.8,49972,George A. Romero,Stephen King,8000000,20036244
tt0083833,Diner,1982,110,7.1,21813,Barry Levinson,Barry Levinson,5000000,12592907
tt0083866,E.T. the Extra-Terrestrial,1982,115,7.9,418132,Steven Spielberg,Melissa Mathison,10500000,797103542
tt0083929,Fast Times at Ridgemont High,1982,90,7.1,108629,Amy Heckerling,Cameron Crowe,4500000,27093116
tt0083943,Firefox,1982,136,5.9,28196,Clint Eastwood,"Alex Lasker, Wendell Wellman, Craig Thomas",21000000,45785720
tt0083944,First Blood,1982,93,7.7,260166,Ted Kotcheff,"David Morrell, Michael Kozoll, William Sackheim, Sylvester Stallone",14000000,125212904
tt0083987,Gandhi,1982,191,8,235569,Richard Attenborough,John Briley,22000000,127767889
tt0084316,Megaforce,1982,99,3.6,4020,Hal Needham,"Bob Kachler, James Whittaker, Albert S. Ruddy, Hal Needham, Andre Morgan",18000000,5675599
tt0084434,An Officer and a Gentleman,1982,124,7,58806,Taylor Hackford,Douglas Day Stewart,6000000,129795554
tt0084516,Poltergeist,1982,114,7.3,169229,Tobe Hooper,"Steven Spielberg, Michael Grais, Mark Victor",10700000,121706019
tt0084726,Star Trek II: The Wrath of Khan,1982,113,7.7,124431,Nicholas Meyer,"Gene Roddenberry, Jack B. Sowards, Harve Bennett, Nicholas Meyer, Samuel A. Peeples",12000000,95800000
tt0084805,Tootsie,1982,116,7.4,109981,Sydney Pollack,"Don McGuire, Larry Gelbart, Murray Schisgal, Barry Levinson, Robert Garland, Robert Kaufman, Elaine May",15000000,177200262
tt0084827,Tron,1982,96,6.7,124441,Steven Lisberger,"Steven Lisberger, Bonnie MacBird, Charles S. Haas",17000000,26919100
tt0084855,The Verdict,1982,129,7.7,42496,Sidney Lumet,"Barry Reed, David Mamet, Jay Presson Allen",16000000,53977250
tt0085271,Brainstorm,1983,106,6.4,12375,Douglas Trumbull,"Bruce Joel Rubin, Robert Stitzel, Philip Frank Messina",15000000,8921050
tt0085276,Breathless,1983,100,5.9,9807,Jim McBride,"François Truffaut, Jean-Luc Godard, L.M. Kit Carson, Jim McBride, Claude Chabrol",7000000,19910002
tt0085334,A Christmas Story,1983,93,7.9,160488,Bob Clark,"Jean Shepherd, Leigh Brown, Bob Clark",3250000,20640209
tt0085407,The Dead Zone,1983,103,7.2,72833,David Cronenberg,"Stephen King, Jeffrey Boam",10000000,20766000
tt0085475,Eddie and the Cruisers,1983,95,6.9,7853,Martin Davidson,"Martin Davidson, Arlene Davidson, P.F. Kluge",5000000,4685097
tt0085549,Flashdance,1983,95,6.2,56100,Adrian Lyne,"Thomas Hedley Jr., Joe Eszterhas",7000000,201463574
tt0085862,Lone Wolf McQuade,1983,107,6.3,12999,Steve Carver,"B.J. Nelson, H. Kaye Dyal",5000000,12232628
tt0086006,Never Say Never Again,1983,134,6.1,69825,Irvin Kershner,"Kevin McClory, Jack Whittingham, Ian Fleming, Lorenzo Semple Jr., Dick Clement, Ian La Frenais",36000000,160000000
tt0086034,Octopussy,1983,131,6.5,108617,John Glen,"George MacDonald Fraser, Richard Maibaum, Michael G. Wilson, Ian Fleming",27500000,187500000
tt0086066,The Outsiders,1983,91,7,90075,Francis Ford Coppola,"Kathleen Rowell, S.E. Hinton",10000000,25707698
tt0086197,The Right Stuff,1983,193,7.8,62705,Philip Kaufman,"Philip Kaufman, Tom Wolfe",27000000,21500213
tt0086250,Scarface,1983,170,8.3,857800,Brian De Palma,"Oliver Stone, Howard Hawks, Ben Hecht, Armitage Trail",25000000,44942821
tt0086393,Superman III,1983,125,5,71957,Richard Lester,"Jerry Siegel, Joe Shuster, David Newman, Leslie Newman, Mario Puzo",39000000,80200000
tt0086491,Twilight Zone: The Movie,1983,101,6.4,39168,"Joe Dante, John Landis, George Miller, Steven Spielberg","John Landis, George Clayton Johnson, Richard Matheson, Melissa Mathison, Jerome Bixby, Rod Serling, Robert Garland",10000000,29500000
tt0086510,Under Fire,1983,128,7,8074,Roger Spottiswoode,"Ron Shelton, Clayton Frohman",8000000,5696391
tt0086541,Videodrome,1983,87,7.2,96727,David Cronenberg,David Cronenberg,5952000,2120755
tt0086567,WarGames,1983,114,7.1,103475,John Badham,"Lawrence Lasker, Walter F. Parkes, Walon Green",12000000,74433837
tt0086619,Yentl,1983,133,6.6,14711,Barbra Streisand,"Jack Rosenthal, Barbra Streisand, Isaac Bashevis Singer",12000000,39012241
tt0086879,Amadeus,1984,160,8.4,407387,Milos Forman,"Peter Shaffer, Zdenek Mahler",18000000,51973029
tt0086960,Beverly Hills Cop,1984,105,7.3,190283,Martin Brest,"Daniel Petrie Jr., Danilo Bach",15000000,316300000
tt0086984,Body Double,1984,114,6.8,35188,Brian De Palma,"Robert J. Avrech, Brian De Palma",10000000,8801940
tt0087015,C.H.U.D.,1984,88,5.6,13154,Douglas Cheek,"Parnell Hall, Shepard Abbott, Christopher Curry, Daniel Stern",1250000,4700000
tt0087078,Conan the Destroyer,1984,103,5.9,82088,Richard Fleischer,"Robert E. Howard, Roy Thomas, Gerry Conway, Stanley Mann",18000000,26400000
tt0087089,The Cotton Club,1984,129,6.5,18659,Francis Ford Coppola,"William Kennedy, Francis Ford Coppola, Mario Puzo, Jim Haskins",48000000,25928721
